,song_title,song_id,song_artist,genre,playlist_id,playlist_title,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
10766,I'm Gonna Keep On Loving You,6mG0bzubIiTaJxlBmAZHF9,Kool Blues,soul,37i9dQZF1DXc9NQwLalzEM,Rare Soul Grooves,0.101,https://api.spotify.com/v1/audio-analysis/6mG0bzubIiTaJxlBmAZHF9,0.642,199560,0.812,6mG0bzubIiTaJxlBmAZHF9,0,5,0.106,-5.46,1,0.0353,124.045,4,https://api.spotify.com/v1/tracks/6mG0bzubIiTaJxlBmAZHF9,audio_features,spotify:track:6mG0bzubIiTaJxlBmAZHF9,0.961
10767,Fool,6eHnPw5KKP151NTRtIZhfc,Al Matthews,soul,37i9dQZF1DXc9NQwLalzEM,Rare Soul Grooves,0.139,https://api.spotify.com/v1/audio-analysis/6eHnPw5KKP151NTRtIZhfc,0.768,221280,0.639,6eHnPw5KKP151NTRtIZhfc,1.56e-06,11,0.365,-8.973,0,0.048,116.725,4,https://api.spotify.com/v1/tracks/6eHnPw5KKP151NTRtIZhfc,audio_features,spotify:track:6eHnPw5KKP151NTRtIZhfc,0.931
10768,Sticking With You (Nobody But You),5eQtVjSUx1vNIEXraWFZhX,Hattie Littles,soul,37i9dQZF1DXc9NQwLalzEM,Rare Soul Grooves,0.642,https://api.spotify.com/v1/audio-analysis/5eQtVjSUx1vNIEXraWFZhX,0.62,172400,0.679,5eQtVjSUx1vNIEXraWFZhX,0,10,0.374,-8.716,1,0.0669,125.542,4,https://api.spotify.com/v1/tracks/5eQtVjSUx1vNIEXraWFZhX,audio_features,spotify:track:5eQtVjSUx1vNIEXraWFZhX,0.946
10769,Better Tomorrow Than Today,1F9EDKGRTOTZwQ3xje2n55,Betty Everett,soul,37i9dQZF1DXc9NQwLalzEM,Rare Soul Grooves,0.302,https://api.spotify.com/v1/audio-analysis/1F9EDKGRTOTZwQ3xje2n55,0.66,155867,0.743,1F9EDKGRTOTZwQ3xje2n55,0.0205,8,0.134,-6.881,1,0.0325,122.668,4,https://api.spotify.com/v1/tracks/1F9EDKGRTOTZwQ3xje2n55,audio_features,spotify:track:1F9EDKGRTOTZwQ3xje2n55,0.96
10770,With My Love and What You've Got (We Could Turn This World Around),0Kumf47kWgjaHmfXhyGRz8,Jean Wells,soul,37i9dQZF1DXc9NQwLalzEM,Rare Soul Grooves,0.165,https://api.spotify.com/v1/audio-analysis/0Kumf47kWgjaHmfXhyGRz8,0.429,142628,0.844,0Kumf47kWgjaHmfXhyGRz8,0.000226,0,0.083,-3.834,1,0.0518,125.328,4,https://api.spotify.com/v1/tracks/0Kumf47kWgjaHmfXhyGRz8,audio_features,spotify:track:0Kumf47kWgjaHmfXhyGRz8,0.845
10771,Baby Make Me Feel So Good,0wSvnAFcmkeP9gU5L6RRjQ,The Five Stairsteps,soul,37i9dQZF1DXc9NQwLalzEM,Rare Soul Grooves,0.226,https://api.spotify.com/v1/audio-analysis/0wSvnAFcmkeP9gU5L6RRjQ,0.474,165200,0.518,0wSvnAFcmkeP9gU5L6RRjQ,6.23e-05,4,0.443,-7.97,1,0.0299,74.895,4,https://api.spotify.com/v1/tracks/0wSvnAFcmkeP9gU5L6RRjQ,audio_features,spotify:track:0wSvnAFcmkeP9gU5L6RRjQ,0.598
10772,Let's Prove Them Wrong,759eeIMuZ5KxHCOnZdFieK,Debbie Taylor,soul,37i9dQZF1DXc9NQwLalzEM,Rare Soul Grooves,0.732,https://api.spotify.com/v1/audio-analysis/759eeIMuZ5KxHCOnZdFieK,0.443,176053,0.574,759eeIMuZ5KxHCOnZdFieK,0.00739,3,0.0774,-6.39,0,0.0363,83.637,4,https://api.spotify.com/v1/tracks/759eeIMuZ5KxHCOnZdFieK,audio_features,spotify:track:759eeIMuZ5KxHCOnZdFieK,0.648
10773,I Can't Speak,6q5raJ4rRCdomM9Nzm30fP,"Jimmy ""Bo"" Horne",soul,37i9dQZF1DXc9NQwLalzEM,Rare Soul Grooves,0.936,https://api.spotify.com/v1/audio-analysis/6q5raJ4rRCdomM9Nzm30fP,0.661,193213,0.452,6q5raJ4rRCdomM9Nzm30fP,0.0167,10,0.601,-12.24,1,0.031,106.279,4,https://api.spotify.com/v1/tracks/6q5raJ4rRCdomM9Nzm30fP,audio_features,spotify:track:6q5raJ4rRCdomM9Nzm30fP,0.908
10774,Fire - Mono Single,4U682v3KXCkAer9bKHHPgr,Gino Parks,soul,37i9dQZF1DXc9NQwLalzEM,Rare Soul Grooves,0.232,https://api.spotify.com/v1/audio-analysis/4U682v3KXCkAer9bKHHPgr,0.504,166133,0.942,4U682v3KXCkAer9bKHHPgr,0,5,0.15,-4.955,1,0.1,116.392,4,https://api.spotify.com/v1/tracks/4U682v3KXCkAer9bKHHPgr,audio_features,spotify:track:4U682v3KXCkAer9bKHHPgr,0.801
10775,A Bird In The Hand (Is Worth Two In The Bush) - Single Version,6i9rWD8JX0agZcvZIX6K2B,The Velvelettes,soul,37i9dQZF1DXc9NQwLalzEM,Rare Soul Grooves,0.112,https://api.spotify.com/v1/audio-analysis/6i9rWD8JX0agZcvZIX6K2B,0.664,171933,0.825,6i9rWD8JX0agZcvZIX6K2B,0,0,0.277,-2.917,1,0.0317,127.565,4,https://api.spotify.com/v1/tracks/6i9rWD8JX0agZcvZIX6K2B,audio_features,spotify:track:6i9rWD8JX0agZcvZIX6K2B,0.968
10776,This Is The Lost Generation,2kLALLtckvLqjGD50PGNNy,Lost Generation,soul,37i9dQZF1DXc9NQwLalzEM,Rare Soul Grooves,0.229,https://api.spotify.com/v1/audio-analysis/2kLALLtckvLqjGD50PGNNy,0.498,214893,0.606,2kLALLtckvLqjGD50PGNNy,0.000201,7,0.11,-11.125,1,0.0929,85.049,4,https://api.spotify.com/v1/tracks/2kLALLtckvLqjGD50PGNNy,audio_features,spotify:track:2kLALLtckvLqjGD50PGNNy,0.442
10777,If I'm Hurt You'll Feel the Pain,1z7Y87K9pa73jy070iQHKl,Barbara & Brenda,soul,37i9dQZF1DXc9NQwLalzEM,Rare Soul Grooves,0.52,https://api.spotify.com/v1/audio-analysis/1z7Y87K9pa73jy070iQHKl,0.664,129347,0.615,1z7Y87K9pa73jy070iQHKl,2.59e-05,2,0.249,-8.606,1,0.049,128.387,4,https://api.spotify.com/v1/tracks/1z7Y87K9pa73jy070iQHKl,audio_features,spotify:track:1z7Y87K9pa73jy070iQHKl,0.961
10778,I'm Ready for Love,1lZt4WQtHwXVMD1eTaLcNg,Otis Brown,soul,37i9dQZF1DXc9NQwLalzEM,Rare Soul Grooves,0.54,https://api.spotify.com/v1/audio-analysis/1lZt4WQtHwXVMD1eTaLcNg,0.587,163307,0.872,1lZt4WQtHwXVMD1eTaLcNg,0.0118,0,0.355,-3.943,1,0.041,124.334,4,https://api.spotify.com/v1/tracks/1lZt4WQtHwXVMD1eTaLcNg,audio_features,spotify:track:1lZt4WQtHwXVMD1eTaLcNg,0.85
10779,It's Easy To Fall In Love (With A Guy Like You),31rv9e6qFrK2aryXt3dObq,Martha Reeves & The Vandellas,soul,37i9dQZF1DXc9NQwLalzEM,Rare Soul Grooves,0.285,https://api.spotify.com/v1/audio-analysis/31rv9e6qFrK2aryXt3dObq,0.613,135693,0.582,31rv9e6qFrK2aryXt3dObq,0,2,0.127,-8.744,1,0.0362,142.189,4,https://api.spotify.com/v1/tracks/31rv9e6qFrK2aryXt3dObq,audio_features,spotify:track:31rv9e6qFrK2aryXt3dObq,0.726
10780,My Heart,4twNXlWDeCf810QbdsxVsH,Tammi Terrell,soul,37i9dQZF1DXc9NQwLalzEM,Rare Soul Grooves,0.519,https://api.spotify.com/v1/audio-analysis/4twNXlWDeCf810QbdsxVsH,0.589,175187,0.668,4twNXlWDeCf810QbdsxVsH,8.02e-06,2,0.299,-7.267,1,0.0321,115.488,4,https://api.spotify.com/v1/tracks/4twNXlWDeCf810QbdsxVsH,audio_features,spotify:track:4twNXlWDeCf810QbdsxVsH,0.916
10781,I Couldn't Stand It,5P10QtvQfYdP88pS6bKjJD,The Invincibles,soul,37i9dQZF1DXc9NQwLalzEM,Rare Soul Grooves,0.838,https://api.spotify.com/v1/audio-analysis/5P10QtvQfYdP88pS6bKjJD,0.6,138600,0.225,5P10QtvQfYdP88pS6bKjJD,3.03e-05,6,0.273,-10.275,0,0.0288,82.54,3,https://api.spotify.com/v1/tracks/5P10QtvQfYdP88pS6bKjJD,audio_features,spotify:track:5P10QtvQfYdP88pS6bKjJD,0.644
10782,My Dream,6BUGXQsf7jRuyvgG2S7hZD,The Softones,soul,37i9dQZF1DXc9NQwLalzEM,Rare Soul Grooves,0.901,https://api.spotify.com/v1/audio-analysis/6BUGXQsf7jRuyvgG2S7hZD,0.378,199573,0.497,6BUGXQsf7jRuyvgG2S7hZD,0.000896,4,0.119,-10.917,1,0.0384,126.128,4,https://api.spotify.com/v1/tracks/6BUGXQsf7jRuyvgG2S7hZD,audio_features,spotify:track:6BUGXQsf7jRuyvgG2S7hZD,0.247
10783,That Day When She Needed Me,5kmY0SNGxBfzZhANBQkgjs,The Performers,soul,37i9dQZF1DXc9NQwLalzEM,Rare Soul Grooves,0.602,https://api.spotify.com/v1/audio-analysis/5kmY0SNGxBfzZhANBQkgjs,0.548,161373,0.655,5kmY0SNGxBfzZhANBQkgjs,0,7,0.0772,-7.048,1,0.0524,183.858,4,https://api.spotify.com/v1/tracks/5kmY0SNGxBfzZhANBQkgjs,audio_features,spotify:track:5kmY0SNGxBfzZhANBQkgjs,0.927
10784,Merry Go Round,7ufWDOtatuX8McQDQoMDm5,The Joneses,soul,37i9dQZF1DXc9NQwLalzEM,Rare Soul Grooves,0.817,https://api.spotify.com/v1/audio-analysis/7ufWDOtatuX8McQDQoMDm5,0.632,270707,0.503,7ufWDOtatuX8McQDQoMDm5,0.00248,7,0.11,-9.913,0,0.0348,90.915,4,https://api.spotify.com/v1/tracks/7ufWDOtatuX8McQDQoMDm5,audio_features,spotify:track:7ufWDOtatuX8McQDQoMDm5,0.743
10785,I'll Come Running,4UKbpcViNJl6KHlI5x0nVW,Carolyn Crawford,soul,37i9dQZF1DXc9NQwLalzEM,Rare Soul Grooves,0.245,https://api.spotify.com/v1/audio-analysis/4UKbpcViNJl6KHlI5x0nVW,0.471,157560,0.918,4UKbpcViNJl6KHlI5x0nVW,0.0408,7,0.144,-2.282,1,0.0701,80.711,4,https://api.spotify.com/v1/tracks/4UKbpcViNJl6KHlI5x0nVW,audio_features,spotify:track:4UKbpcViNJl6KHlI5x0nVW,0.835
10786,Hi-Lili - Hi-Lo,5jK3TegUNMon2hUiFqk0km,Shorty Long,soul,37i9dQZF1DXc9NQwLalzEM,Rare Soul Grooves,0.164,https://api.spotify.com/v1/audio-analysis/5jK3TegUNMon2hUiFqk0km,0.668,164325,0.858,5jK3TegUNMon2hUiFqk0km,5.1e-05,10,0.153,-2.869,1,0.0397,129.444,4,https://api.spotify.com/v1/tracks/5jK3TegUNMon2hUiFqk0km,audio_features,spotify:track:5jK3TegUNMon2hUiFqk0km,0.96
10787,I Don't Want Your Promises,7Cvq8wzGHZKA3VAEHRCezL,Labrenda Ben,soul,37i9dQZF1DXc9NQwLalzEM,Rare Soul Grooves,0.324,https://api.spotify.com/v1/audio-analysis/7Cvq8wzGHZKA3VAEHRCezL,0.64,144187,0.709,7Cvq8wzGHZKA3VAEHRCezL,0.000958,3,0.172,-7.983,1,0.0389,134.529,4,https://api.spotify.com/v1/tracks/7Cvq8wzGHZKA3VAEHRCezL,audio_features,spotify:track:7Cvq8wzGHZKA3VAEHRCezL,0.889
10788,I've Got A Feeling,6pVJiHCsqp5supHsm5GAJk,Baby Washington,soul,37i9dQZF1DXc9NQwLalzEM,Rare Soul Grooves,0.508,https://api.spotify.com/v1/audio-analysis/6pVJiHCsqp5supHsm5GAJk,0.582,174667,0.674,6pVJiHCsqp5supHsm5GAJk,9.36e-06,8,0.0664,-11.374,1,0.043,79.278,4,https://api.spotify.com/v1/tracks/6pVJiHCsqp5supHsm5GAJk,audio_features,spotify:track:6pVJiHCsqp5supHsm5GAJk,0.947
10789,We Have Love,0TivVQKEP7z33IZcP0KXqA,The Arrows,soul,37i9dQZF1DXc9NQwLalzEM,Rare Soul Grooves,0.109,https://api.spotify.com/v1/audio-analysis/0TivVQKEP7z33IZcP0KXqA,0.36,164197,0.556,0TivVQKEP7z33IZcP0KXqA,0,9,0.742,-6.419,0,0.0523,145.454,3,https://api.spotify.com/v1/tracks/0TivVQKEP7z33IZcP0KXqA,audio_features,spotify:track:0TivVQKEP7z33IZcP0KXqA,0.373
10790,If You Ever Get Your Hands On Love,2cst7bN6HEYxG6xmZOd8ad,Gladys Knight & The Pips,soul,37i9dQZF1DXc9NQwLalzEM,Rare Soul Grooves,0.14,https://api.spotify.com/v1/audio-analysis/2cst7bN6HEYxG6xmZOd8ad,0.581,175493,0.534,2cst7bN6HEYxG6xmZOd8ad,0,0,0.198,-9.613,1,0.0283,134.397,4,https://api.spotify.com/v1/tracks/2cst7bN6HEYxG6xmZOd8ad,audio_features,spotify:track:2cst7bN6HEYxG6xmZOd8ad,0.701
10791,Please Say It Isn't So,5cx2WKUpSohEmny0XUqvfe,Lee Williams & The Cymbals,soul,37i9dQZF1DXc9NQwLalzEM,Rare Soul Grooves,0.5,https://api.spotify.com/v1/audio-analysis/5cx2WKUpSohEmny0XUqvfe,0.43,170907,0.453,5cx2WKUpSohEmny0XUqvfe,3.61e-06,2,0.111,-10.61,0,0.126,156.172,3,https://api.spotify.com/v1/tracks/5cx2WKUpSohEmny0XUqvfe,audio_features,spotify:track:5cx2WKUpSohEmny0XUqvfe,0.586
10792,That's How It Feels,0BCScVwlR88wcHo5KUwK47,Soul Clan,soul,37i9dQZF1DXc9NQwLalzEM,Rare Soul Grooves,0.309,https://api.spotify.com/v1/audio-analysis/0BCScVwlR88wcHo5KUwK47,0.674,213333,0.274,0BCScVwlR88wcHo5KUwK47,0.000174,2,0.0449,-14.937,1,0.0916,129.81,3,https://api.spotify.com/v1/tracks/0BCScVwlR88wcHo5KUwK47,audio_features,spotify:track:0BCScVwlR88wcHo5KUwK47,0.303
10793,One Minute Babe,3ZICESL9CkbCQ8tJWj4R7l,The Brothers Of Soul,soul,37i9dQZF1DXc9NQwLalzEM,Rare Soul Grooves,0.541,https://api.spotify.com/v1/audio-analysis/3ZICESL9CkbCQ8tJWj4R7l,0.333,175467,0.503,3ZICESL9CkbCQ8tJWj4R7l,1.42e-06,0,0.135,-9.518,0,0.032,179.15,3,https://api.spotify.com/v1/tracks/3ZICESL9CkbCQ8tJWj4R7l,audio_features,spotify:track:3ZICESL9CkbCQ8tJWj4R7l,0.713
10794,Lift This Hurt,5WVNCgR9F6sNOTmISgL7Xk,Elvin Spencer,soul,37i9dQZF1DXc9NQwLalzEM,Rare Soul Grooves,0.135,https://api.spotify.com/v1/audio-analysis/5WVNCgR9F6sNOTmISgL7Xk,0.507,161800,0.724,5WVNCgR9F6sNOTmISgL7Xk,0,5,0.0636,-8.541,0,0.0549,91.422,4,https://api.spotify.com/v1/tracks/5WVNCgR9F6sNOTmISgL7Xk,audio_features,spotify:track:5WVNCgR9F6sNOTmISgL7Xk,0.961
10795,My Sugar Baby,6zOM8k0i1xe087FfD4yGYf,Frank Wilson,soul,37i9dQZF1DXc9NQwLalzEM,Rare Soul Grooves,0.477,https://api.spotify.com/v1/audio-analysis/6zOM8k0i1xe087FfD4yGYf,0.46,160267,0.677,6zOM8k0i1xe087FfD4yGYf,0,0,0.458,-7.506,1,0.0345,140.859,4,https://api.spotify.com/v1/tracks/6zOM8k0i1xe087FfD4yGYf,audio_features,spotify:track:6zOM8k0i1xe087FfD4yGYf,0.904
10796,Do I Love You (Indeed I Do) - Alternate Mix,7foUedbDl6HKO0V4D1WcRq,Chris Clark,soul,37i9dQZF1DXc9NQwLalzEM,Rare Soul Grooves,0.257,https://api.spotify.com/v1/audio-analysis/7foUedbDl6HKO0V4D1WcRq,0.494,150480,0.855,7foUedbDl6HKO0V4D1WcRq,0,0,0.103,-6.533,1,0.0411,132.383,4,https://api.spotify.com/v1/tracks/7foUedbDl6HKO0V4D1WcRq,audio_features,spotify:track:7foUedbDl6HKO0V4D1WcRq,0.612
10797,A Lil' Lovin' Sometimes,2VVGLYIl32vJJojDHoi8pY,Alexander Patton,soul,37i9dQZF1DXc9NQwLalzEM,Rare Soul Grooves,0.0924,https://api.spotify.com/v1/audio-analysis/2VVGLYIl32vJJojDHoi8pY,0.612,142373,0.922,2VVGLYIl32vJJojDHoi8pY,0,10,0.0938,-4.428,1,0.0943,140.569,4,https://api.spotify.com/v1/tracks/2VVGLYIl32vJJojDHoi8pY,audio_features,spotify:track:2VVGLYIl32vJJojDHoi8pY,0.962
10798,The Whole World Is A Stage,3nTQYbmBGXgeZfgDVAcjAm,The Fantastic Four,soul,37i9dQZF1DXc9NQwLalzEM,Rare Soul Grooves,0.287,https://api.spotify.com/v1/audio-analysis/3nTQYbmBGXgeZfgDVAcjAm,0.492,175920,0.532,3nTQYbmBGXgeZfgDVAcjAm,2.39e-05,1,0.106,-8.39,1,0.0279,88.357,4,https://api.spotify.com/v1/tracks/3nTQYbmBGXgeZfgDVAcjAm,audio_features,spotify:track:3nTQYbmBGXgeZfgDVAcjAm,0.907
10799,Poor-Unfortunate-Me,4umvQxT5ZKCIOS4rC42DXK,J.J. Barnes,soul,37i9dQZF1DXc9NQwLalzEM,Rare Soul Grooves,0.312,https://api.spotify.com/v1/audio-analysis/4umvQxT5ZKCIOS4rC42DXK,0.54,164093,0.824,4umvQxT5ZKCIOS4rC42DXK,1.04e-05,10,0.138,-5.607,0,0.0428,118.67,4,https://api.spotify.com/v1/tracks/4umvQxT5ZKCIOS4rC42DXK,audio_features,spotify:track:4umvQxT5ZKCIOS4rC42DXK,0.85
10800,I'll Make It Easy (If You'll Come On Home),1o8KRGewglNoPcAgZy3QTt,The Incredibles,soul,37i9dQZF1DXc9NQwLalzEM,Rare Soul Grooves,0.8,https://api.spotify.com/v1/audio-analysis/1o8KRGewglNoPcAgZy3QTt,0.546,158000,0.387,1o8KRGewglNoPcAgZy3QTt,0.000113,3,0.163,-11.7,0,0.0234,97.001,3,https://api.spotify.com/v1/tracks/1o8KRGewglNoPcAgZy3QTt,audio_features,spotify:track:1o8KRGewglNoPcAgZy3QTt,0.787
10801,Save Your Love for Me,0zqcehfRKNfDetTUzzQt7C,Vivian Reed,soul,37i9dQZF1DXc9NQwLalzEM,Rare Soul Grooves,0.352,https://api.spotify.com/v1/audio-analysis/0zqcehfRKNfDetTUzzQt7C,0.494,196667,0.719,0zqcehfRKNfDetTUzzQt7C,0,4,0.464,-6.858,0,0.158,199.576,4,https://api.spotify.com/v1/tracks/0zqcehfRKNfDetTUzzQt7C,audio_features,spotify:track:0zqcehfRKNfDetTUzzQt7C,0.691
10802,It's Been a Long Time,1O21Yvf4Yj0N3OkLJGIr9j,The New Birth,soul,37i9dQZF1DXc9NQwLalzEM,Rare Soul Grooves,0.605,https://api.spotify.com/v1/audio-analysis/1O21Yvf4Yj0N3OkLJGIr9j,0.596,354547,0.598,1O21Yvf4Yj0N3OkLJGIr9j,0,2,0.293,-10.453,0,0.0867,126.07,4,https://api.spotify.com/v1/tracks/1O21Yvf4Yj0N3OkLJGIr9j,audio_features,spotify:track:1O21Yvf4Yj0N3OkLJGIr9j,0.527
10803,Baby I've Got It,5gzUMDbP6FzKHG9cdsZE4P,Brenda Holloway,soul,37i9dQZF1DXc9NQwLalzEM,Rare Soul Grooves,0.406,https://api.spotify.com/v1/audio-analysis/5gzUMDbP6FzKHG9cdsZE4P,0.699,137078,0.875,5gzUMDbP6FzKHG9cdsZE4P,0,10,0.344,-3.073,1,0.0339,144.419,4,https://api.spotify.com/v1/tracks/5gzUMDbP6FzKHG9cdsZE4P,audio_features,spotify:track:5gzUMDbP6FzKHG9cdsZE4P,0.964
10804,A Love Reputation,38ckyTSXIQ0o7sC6efDG2j,Denise LaSalle,soul,37i9dQZF1DXc9NQwLalzEM,Rare Soul Grooves,0.429,https://api.spotify.com/v1/audio-analysis/38ckyTSXIQ0o7sC6efDG2j,0.69,167560,0.693,38ckyTSXIQ0o7sC6efDG2j,0.0481,5,0.252,-4.125,1,0.0281,123.059,4,https://api.spotify.com/v1/tracks/38ckyTSXIQ0o7sC6efDG2j,audio_features,spotify:track:38ckyTSXIQ0o7sC6efDG2j,0.553
10805,Yours,4KL3FJYexPrPuMdPagHPXp,Raiden,kpop,37i9dQZF1DX5JcPJgYjGcf,This Is: EXO,0.137,https://api.spotify.com/v1/audio-analysis/4KL3FJYexPrPuMdPagHPXp,0.676,235413,0.774,4KL3FJYexPrPuMdPagHPXp,0,8,0.106,-3.988,1,0.0338,86.994,4,https://api.spotify.com/v1/tracks/4KL3FJYexPrPuMdPagHPXp,audio_features,spotify:track:4KL3FJYexPrPuMdPagHPXp,0.392
10809,CALL ME BABY,4jdiqVbH1eUwc4MzDV7GMu,EXO,kpop,37i9dQZF1DX5JcPJgYjGcf,This Is: EXO,0.284,https://api.spotify.com/v1/audio-analysis/4jdiqVbH1eUwc4MzDV7GMu,0.692,211013,0.886,4jdiqVbH1eUwc4MzDV7GMu,0,1,0.341,-2.519,1,0.0519,100.03,4,https://api.spotify.com/v1/tracks/4jdiqVbH1eUwc4MzDV7GMu,audio_features,spotify:track:4jdiqVbH1eUwc4MzDV7GMu,0.879
10810,Monster,6lM6yIDZ7kxFsgQCCfaLE2,EXO,kpop,37i9dQZF1DX5JcPJgYjGcf,This Is: EXO,0.0066,https://api.spotify.com/v1/audio-analysis/6lM6yIDZ7kxFsgQCCfaLE2,0.618,221341,0.76,6lM6yIDZ7kxFsgQCCfaLE2,0,6,0.127,-4.312,1,0.0596,150.0,4,https://api.spotify.com/v1/tracks/6lM6yIDZ7kxFsgQCCfaLE2,audio_features,spotify:track:6lM6yIDZ7kxFsgQCCfaLE2,0.541
10814,Love Shot,0yB4jrSwN0bFtFRDR5vyMj,EXO,kpop,37i9dQZF1DX5JcPJgYjGcf,This Is: EXO,0.0702,https://api.spotify.com/v1/audio-analysis/0yB4jrSwN0bFtFRDR5vyMj,0.689,200306,0.678,0yB4jrSwN0bFtFRDR5vyMj,0,5,0.0889,-4.287,0,0.119,145.883,4,https://api.spotify.com/v1/tracks/0yB4jrSwN0bFtFRDR5vyMj,audio_features,spotify:track:0yB4jrSwN0bFtFRDR5vyMj,0.335
10818,Obsession,7fK0csBoqbcgUuWGV0cpoD,EXO,kpop,37i9dQZF1DX5JcPJgYjGcf,This Is: EXO,0.0024,https://api.spotify.com/v1/audio-analysis/7fK0csBoqbcgUuWGV0cpoD,0.704,203520,0.729,7fK0csBoqbcgUuWGV0cpoD,0,7,0.218,-3.851,1,0.0624,129.992,4,https://api.spotify.com/v1/tracks/7fK0csBoqbcgUuWGV0cpoD,audio_features,spotify:track:7fK0csBoqbcgUuWGV0cpoD,0.71
10834,으르렁 Growl,6xy9JYFKcpb9L62PRNnYW5,EXO,kpop,37i9dQZF1DX5JcPJgYjGcf,This Is: EXO,0.145,https://api.spotify.com/v1/audio-analysis/6xy9JYFKcpb9L62PRNnYW5,0.681,207053,0.814,6xy9JYFKcpb9L62PRNnYW5,0,11,0.556,-2.83,0,0.0603,89.99,4,https://api.spotify.com/v1/tracks/6xy9JYFKcpb9L62PRNnYW5,audio_features,spotify:track:6xy9JYFKcpb9L62PRNnYW5,0.876
10835,Tempo,1iifBZFQbZlO1BbeaO3KGi,EXO,kpop,37i9dQZF1DX5JcPJgYjGcf,This Is: EXO,0.237,https://api.spotify.com/v1/audio-analysis/1iifBZFQbZlO1BbeaO3KGi,0.686,224483,0.842,1iifBZFQbZlO1BbeaO3KGi,0,0,0.0683,-4.423,1,0.1,115.944,4,https://api.spotify.com/v1/tracks/1iifBZFQbZlO1BbeaO3KGi,audio_features,spotify:track:1iifBZFQbZlO1BbeaO3KGi,0.519
10836,Ko Ko Bop,5EzitieoPnjyKHAq0gfRMa,EXO,kpop,37i9dQZF1DX5JcPJgYjGcf,This Is: EXO,0.0319,https://api.spotify.com/v1/audio-analysis/5EzitieoPnjyKHAq0gfRMa,0.749,190423,0.85,5EzitieoPnjyKHAq0gfRMa,4.81e-05,0,0.0678,-4.346,1,0.0468,145.983,4,https://api.spotify.com/v1/tracks/5EzitieoPnjyKHAq0gfRMa,audio_features,spotify:track:5EzitieoPnjyKHAq0gfRMa,0.672
10840,Lotto,63obpKLYuY1q2QP7Cbf29a,EXO,kpop,37i9dQZF1DX5JcPJgYjGcf,This Is: EXO,0.0618,https://api.spotify.com/v1/audio-analysis/63obpKLYuY1q2QP7Cbf29a,0.798,189775,0.867,63obpKLYuY1q2QP7Cbf29a,0,11,0.193,-3.207,0,0.0386,99.996,4,https://api.spotify.com/v1/tracks/63obpKLYuY1q2QP7Cbf29a,audio_features,spotify:track:63obpKLYuY1q2QP7Cbf29a,0.702
10841,전야 前夜 The Eve,2ujA6F1cpk3m8lsPE5aKua,EXO,kpop,37i9dQZF1DX5JcPJgYjGcf,This Is: EXO,0.0223,https://api.spotify.com/v1/audio-analysis/2ujA6F1cpk3m8lsPE5aKua,0.636,176026,0.702,2ujA6F1cpk3m8lsPE5aKua,0,0,0.293,-5.352,0,0.0334,135.104,4,https://api.spotify.com/v1/tracks/2ujA6F1cpk3m8lsPE5aKua,audio_features,spotify:track:2ujA6F1cpk3m8lsPE5aKua,0.516
10845,중독 Overdose,7MirWQBco3ZiuwvcdYaNSe,EXO-K,kpop,37i9dQZF1DX5JcPJgYjGcf,This Is: EXO,0.0615,https://api.spotify.com/v1/audio-analysis/7MirWQBco3ZiuwvcdYaNSe,0.498,205612,0.917,7MirWQBco3ZiuwvcdYaNSe,0,5,0.358,-1.797,0,0.164,112.357,5,https://api.spotify.com/v1/tracks/7MirWQBco3ZiuwvcdYaNSe,audio_features,spotify:track:7MirWQBco3ZiuwvcdYaNSe,0.652
10846,LOVE ME RIGHT,3F76FuWseLvGkcgatzTD9q,EXO,kpop,37i9dQZF1DX5JcPJgYjGcf,This Is: EXO,0.00266,https://api.spotify.com/v1/audio-analysis/3F76FuWseLvGkcgatzTD9q,0.625,205129,0.83,3F76FuWseLvGkcgatzTD9q,0,0,0.188,-2.33,1,0.0764,110.04,4,https://api.spotify.com/v1/tracks/3F76FuWseLvGkcgatzTD9q,audio_features,spotify:track:3F76FuWseLvGkcgatzTD9q,0.757
10847,UN Village,0WSTInLqMrT9po0LAHpZCJ,BAEKHYUN,kpop,37i9dQZF1DX5JcPJgYjGcf,This Is: EXO,0.267,https://api.spotify.com/v1/audio-analysis/0WSTInLqMrT9po0LAHpZCJ,0.674,235509,0.589,0WSTInLqMrT9po0LAHpZCJ,0,6,0.312,-3.806,0,0.112,83.985,4,https://api.spotify.com/v1/tracks/0WSTInLqMrT9po0LAHpZCJ,audio_features,spotify:track:0WSTInLqMrT9po0LAHpZCJ,0.577
10848,Power,53YZi9zgTnF0Py0K6ejyWz,EXO,kpop,37i9dQZF1DX5JcPJgYjGcf,This Is: EXO,0.0315,https://api.spotify.com/v1/audio-analysis/53YZi9zgTnF0Py0K6ejyWz,0.657,222406,0.943,53YZi9zgTnF0Py0K6ejyWz,0,7,0.149,-3.031,1,0.0856,127.958,4,https://api.spotify.com/v1/tracks/53YZi9zgTnF0Py0K6ejyWz,audio_features,spotify:track:53YZi9zgTnF0Py0K6ejyWz,0.76
