,song_title,song_id,song_artist,genre,playlist_id,playlist_title,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
0,All Bad (feat. Lil Uzi Vert),021lWIHJrURZrmvYQ1xcM8,Future,hiphop,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,0.0144,https://api.spotify.com/v1/audio-analysis/021lWIHJrURZrmvYQ1xcM8,0.931,207739,0.667,021lWIHJrURZrmvYQ1xcM8,0,6,0.15,-7.043,0,0.318,142.039,4,https://api.spotify.com/v1/tracks/021lWIHJrURZrmvYQ1xcM8,audio_features,spotify:track:021lWIHJrURZrmvYQ1xcM8,0.667
1,THE SCOTTS,39Yp9wwQiSRIDOvrVg7mbk,THE SCOTTS,hiphop,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,0.233,https://api.spotify.com/v1/audio-analysis/39Yp9wwQiSRIDOvrVg7mbk,0.716,165978,0.537,39Yp9wwQiSRIDOvrVg7mbk,0,0,0.157,-7.648,0,0.0514,129.979,4,https://api.spotify.com/v1/tracks/39Yp9wwQiSRIDOvrVg7mbk,audio_features,spotify:track:39Yp9wwQiSRIDOvrVg7mbk,0.28
10,ROCKSTAR (feat. Roddy Ricch),7ytR5pFWmSjzHJIeQkgog4,DaBaby,hiphop,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,0.247,https://api.spotify.com/v1/audio-analysis/7ytR5pFWmSjzHJIeQkgog4,0.746,181733,0.69,7ytR5pFWmSjzHJIeQkgog4,0,11,0.101,-7.956,1,0.164,89.977,4,https://api.spotify.com/v1/tracks/7ytR5pFWmSjzHJIeQkgog4,audio_features,spotify:track:7ytR5pFWmSjzHJIeQkgog4,0.497
19,Flex (feat. Juice WRLD),2QqJTIlGKRLJC3onkavYEz,Polo G,hiphop,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,0.0538,https://api.spotify.com/v1/audio-analysis/2QqJTIlGKRLJC3onkavYEz,0.752,163902,0.673,2QqJTIlGKRLJC3onkavYEz,0,10,0.133,-5.792,0,0.153,164.009,4,https://api.spotify.com/v1/tracks/2QqJTIlGKRLJC3onkavYEz,audio_features,spotify:track:2QqJTIlGKRLJC3onkavYEz,0.35
20,Chicago Freestyle (feat. Giveon),4wVOKKEHUJxHCFFNUWDn0B,Drake,hiphop,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,0.629,https://api.spotify.com/v1/audio-analysis/4wVOKKEHUJxHCFFNUWDn0B,0.735,220488,0.449,4wVOKKEHUJxHCFFNUWDn0B,0,10,0.113,-7.507,1,0.347,122.947,4,https://api.spotify.com/v1/tracks/4wVOKKEHUJxHCFFNUWDn0B,audio_features,spotify:track:4wVOKKEHUJxHCFFNUWDn0B,0.0397
24,Solitaires (feat. Travis Scott),4kfeRwpq5KUaqTkgi4TbDF,Future,hiphop,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,0.122,https://api.spotify.com/v1/audio-analysis/4kfeRwpq5KUaqTkgi4TbDF,0.691,205666,0.632,4kfeRwpq5KUaqTkgi4TbDF,0,1,0.0646,-7.598,1,0.0513,169.982,4,https://api.spotify.com/v1/tracks/4kfeRwpq5KUaqTkgi4TbDF,audio_features,spotify:track:4kfeRwpq5KUaqTkgi4TbDF,0.488
25,WUNNA,6HY3arOe4dD8UQ0oVDJ18E,Gunna,hiphop,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,0.0136,https://api.spotify.com/v1/audio-analysis/6HY3arOe4dD8UQ0oVDJ18E,0.891,158180,0.495,6HY3arOe4dD8UQ0oVDJ18E,0.00334,0,0.14,-8.642,1,0.114,148.021,4,https://api.spotify.com/v1/tracks/6HY3arOe4dD8UQ0oVDJ18E,audio_features,spotify:track:6HY3arOe4dD8UQ0oVDJ18E,0.235
26,Be Something (feat. Lil Baby),65jw6GhwQW3Db55PxlPEpS,Polo G,hiphop,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,0.0232,https://api.spotify.com/v1/audio-analysis/65jw6GhwQW3Db55PxlPEpS,0.829,194118,0.52,65jw6GhwQW3Db55PxlPEpS,0,8,0.134,-10.34,1,0.294,136.103,4,https://api.spotify.com/v1/tracks/65jw6GhwQW3Db55PxlPEpS,audio_features,spotify:track:65jw6GhwQW3Db55PxlPEpS,0.248
27,Racks 2 Skinny,568OIKgeHyGRD3uWR44JbO,Migos,hiphop,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,0.00839,https://api.spotify.com/v1/audio-analysis/568OIKgeHyGRD3uWR44JbO,0.814,178025,0.584,568OIKgeHyGRD3uWR44JbO,0,1,0.0646,-5.425,1,0.0819,141.016,4,https://api.spotify.com/v1/tracks/568OIKgeHyGRD3uWR44JbO,audio_features,spotify:track:568OIKgeHyGRD3uWR44JbO,0.405
28,Excitement,3WnTQDd9A3bpBfzCziElU9,Trippie Redd,hiphop,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,0.0263,https://api.spotify.com/v1/audio-analysis/3WnTQDd9A3bpBfzCziElU9,0.474,283270,0.681,3WnTQDd9A3bpBfzCziElU9,4.27e-05,4,0.0972,-3.473,0,0.038,121.96,4,https://api.spotify.com/v1/tracks/3WnTQDd9A3bpBfzCziElU9,audio_features,spotify:track:3WnTQDd9A3bpBfzCziElU9,0.0384
37,Walk Em Down (feat. Roddy Ricch),4cSSL3YafYjM3yjgFO1vJg,NLE Choppa,hiphop,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,0.268,https://api.spotify.com/v1/audio-analysis/4cSSL3YafYjM3yjgFO1vJg,0.867,173288,0.744,4cSSL3YafYjM3yjgFO1vJg,0,9,0.0713,-5.171,0,0.228,84.005,4,https://api.spotify.com/v1/tracks/4cSSL3YafYjM3yjgFO1vJg,audio_features,spotify:track:4cSSL3YafYjM3yjgFO1vJg,0.645
41,Chirp (feat. Quavo),0RT6sfjay47URb9i7ETFK4,NAV,hiphop,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,0.126,https://api.spotify.com/v1/audio-analysis/0RT6sfjay47URb9i7ETFK4,0.851,170780,0.626,0RT6sfjay47URb9i7ETFK4,0,4,0.257,-5.696,0,0.0766,126.011,4,https://api.spotify.com/v1/tracks/0RT6sfjay47URb9i7ETFK4,audio_features,spotify:track:0RT6sfjay47URb9i7ETFK4,0.249
42,After Party,527k23H0A4Q0UJN3vGs0Da,Don Toliver,hiphop,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,0.00981,https://api.spotify.com/v1/audio-analysis/527k23H0A4Q0UJN3vGs0Da,0.629,167916,0.692,527k23H0A4Q0UJN3vGs0Da,0.328,5,0.603,-8.045,1,0.0376,162.948,4,https://api.spotify.com/v1/tracks/527k23H0A4Q0UJN3vGs0Da,audio_features,spotify:track:527k23H0A4Q0UJN3vGs0Da,0.453
51,Deep End Freestyle,4zTPYAf5scZdp0LnwPPeWK,Sleepy Hallow,hiphop,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,0.703,https://api.spotify.com/v1/audio-analysis/4zTPYAf5scZdp0LnwPPeWK,0.876,115200,0.479,4zTPYAf5scZdp0LnwPPeWK,0,4,0.102,-6.687,0,0.44,133.86,4,https://api.spotify.com/v1/tracks/4zTPYAf5scZdp0LnwPPeWK,audio_features,spotify:track:4zTPYAf5scZdp0LnwPPeWK,0.776
60,Shake The Room (feat. Quavo),7rSnKi58HPIVC0FVyh04Q1,Pop Smoke,hiphop,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,0.142,https://api.spotify.com/v1/audio-analysis/7rSnKi58HPIVC0FVyh04Q1,0.733,165640,0.684,7rSnKi58HPIVC0FVyh04Q1,0,2,0.179,-4.748,1,0.177,142.04,4,https://api.spotify.com/v1/tracks/7rSnKi58HPIVC0FVyh04Q1,audio_features,spotify:track:7rSnKi58HPIVC0FVyh04Q1,0.437
61,Trillionaire (feat. Youngboy Never Broke Again),740kQ8xwSGloumdiKR5Cwz,Future,hiphop,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,0.237,https://api.spotify.com/v1/audio-analysis/740kQ8xwSGloumdiKR5Cwz,0.768,167552,0.526,740kQ8xwSGloumdiKR5Cwz,0,0,0.139,-7.182,1,0.209,139.999,4,https://api.spotify.com/v1/tracks/740kQ8xwSGloumdiKR5Cwz,audio_features,spotify:track:740kQ8xwSGloumdiKR5Cwz,0.473
62,P2,3kW4z2pIj5VY5fLjBrMRL5,Lil Uzi Vert,hiphop,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,0.0236,https://api.spotify.com/v1/audio-analysis/3kW4z2pIj5VY5fLjBrMRL5,0.775,234627,0.72,3kW4z2pIj5VY5fLjBrMRL5,0,11,0.114,-5.353,0,0.193,155.086,4,https://api.spotify.com/v1/tracks/3kW4z2pIj5VY5fLjBrMRL5,audio_features,spotify:track:3kW4z2pIj5VY5fLjBrMRL5,0.49
63,Turks (feat. Travis Scott),0lSZh5W0wDeurkGzLYY6hf,NAV,hiphop,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,0.0827,https://api.spotify.com/v1/audio-analysis/0lSZh5W0wDeurkGzLYY6hf,0.893,161377,0.618,0lSZh5W0wDeurkGzLYY6hf,0,7,0.542,-4.425,0,0.112,119.099,4,https://api.spotify.com/v1/tracks/0lSZh5W0wDeurkGzLYY6hf,audio_features,spotify:track:0lSZh5W0wDeurkGzLYY6hf,0.389
64,PICK UP (feat. Quavo),5gNOINI5dXZVom2b36LMOd,DaBaby,hiphop,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,0.0944,https://api.spotify.com/v1/audio-analysis/5gNOINI5dXZVom2b36LMOd,0.915,118547,0.612,5gNOINI5dXZVom2b36LMOd,0,1,0.115,-4.535,1,0.407,129.93,4,https://api.spotify.com/v1/tracks/5gNOINI5dXZVom2b36LMOd,audio_features,spotify:track:5gNOINI5dXZVom2b36LMOd,0.758
65,Party Girl,5RqR4ZCCKJDcBLIn4sih9l,StaySolidRocky,hiphop,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,0.749,https://api.spotify.com/v1/audio-analysis/5RqR4ZCCKJDcBLIn4sih9l,0.728,147800,0.431,5RqR4ZCCKJDcBLIn4sih9l,0,6,0.0996,-9.966,0,0.0622,130.022,4,https://api.spotify.com/v1/tracks/5RqR4ZCCKJDcBLIn4sih9l,audio_features,spotify:track:5RqR4ZCCKJDcBLIn4sih9l,0.629
81,Toosie Slide,127QTOFJsJQp5LbJbu3A1y,Drake,hiphop,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,0.321,https://api.spotify.com/v1/audio-analysis/127QTOFJsJQp5LbJbu3A1y,0.834,247059,0.454,127QTOFJsJQp5LbJbu3A1y,6.15e-06,1,0.114,-9.75,0,0.201,81.618,4,https://api.spotify.com/v1/tracks/127QTOFJsJQp5LbJbu3A1y,audio_features,spotify:track:127QTOFJsJQp5LbJbu3A1y,0.837
90,Blueberry Faygo,6wJYhPfqk3KGhHRG76WzOh,Lil Mosey,hiphop,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,0.207,https://api.spotify.com/v1/audio-analysis/6wJYhPfqk3KGhHRG76WzOh,0.774,162547,0.554,6wJYhPfqk3KGhHRG76WzOh,0,0,0.132,-7.909,1,0.0383,99.034,4,https://api.spotify.com/v1/tracks/6wJYhPfqk3KGhHRG76WzOh,audio_features,spotify:track:6wJYhPfqk3KGhHRG76WzOh,0.349
99,Broke In A Minute,2ZrAjMSmlbDIil0JaVgTHh,Tory Lanez,hiphop,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,0.144,https://api.spotify.com/v1/audio-analysis/2ZrAjMSmlbDIil0JaVgTHh,0.929,132024,0.7,2ZrAjMSmlbDIil0JaVgTHh,0,0,0.349,-5.595,0,0.0906,120.009,4,https://api.spotify.com/v1/tracks/2ZrAjMSmlbDIil0JaVgTHh,audio_features,spotify:track:2ZrAjMSmlbDIil0JaVgTHh,0.802
100,Myron,56uXDJRCuoS7abX3SkzHKQ,Lil Uzi Vert,hiphop,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,0.0537,https://api.spotify.com/v1/audio-analysis/56uXDJRCuoS7abX3SkzHKQ,0.77,224955,0.655,56uXDJRCuoS7abX3SkzHKQ,0,8,0.215,-6.976,0,0.296,155.039,4,https://api.spotify.com/v1/tracks/56uXDJRCuoS7abX3SkzHKQ,audio_features,spotify:track:56uXDJRCuoS7abX3SkzHKQ,0.584
104,WHATS POPPIN,3Q6F8RByyhRTJpRtZLY3cg,Jack Harlow,hiphop,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,0.017,https://api.spotify.com/v1/audio-analysis/3Q6F8RByyhRTJpRtZLY3cg,0.923,139741,0.604,3Q6F8RByyhRTJpRtZLY3cg,0,11,0.272,-6.671,0,0.245,145.062,4,https://api.spotify.com/v1/tracks/3Q6F8RByyhRTJpRtZLY3cg,audio_features,spotify:track:3Q6F8RByyhRTJpRtZLY3cg,0.826
108,Righteous,0OyQns5ayNK2OVaES0Vb8t,Juice WRLD,hiphop,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,0.0397,https://api.spotify.com/v1/audio-analysis/0OyQns5ayNK2OVaES0Vb8t,0.707,243357,0.622,0OyQns5ayNK2OVaES0Vb8t,0,0,0.149,-6.951,1,0.031,142.942,4,https://api.spotify.com/v1/tracks/0OyQns5ayNK2OVaES0Vb8t,audio_features,spotify:track:0OyQns5ayNK2OVaES0Vb8t,0.223
117,PTSD,3jT2LKH0RSbQ8jIUNFzXm5,G Herbo,hiphop,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,0.0317,https://api.spotify.com/v1/audio-analysis/3jT2LKH0RSbQ8jIUNFzXm5,0.883,232065,0.808,3jT2LKH0RSbQ8jIUNFzXm5,0,1,0.207,-3.158,0,0.183,119.012,4,https://api.spotify.com/v1/tracks/3jT2LKH0RSbQ8jIUNFzXm5,audio_features,spotify:track:3jT2LKH0RSbQ8jIUNFzXm5,0.805
118,High Fashion (feat. Mustard),07KXEDMj78x68D884wgVEm,Roddy Ricch,hiphop,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,0.269,https://api.spotify.com/v1/audio-analysis/07KXEDMj78x68D884wgVEm,0.831,220487,0.499,07KXEDMj78x68D884wgVEm,0,11,0.3,-8.442,0,0.114,97.956,4,https://api.spotify.com/v1/tracks/07KXEDMj78x68D884wgVEm,audio_features,spotify:track:07KXEDMj78x68D884wgVEm,0.511
122,Emotionally Scarred,7ge7BHazYbVKi8qyZUX1Bm,Lil Baby,hiphop,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,0.0286,https://api.spotify.com/v1/audio-analysis/7ge7BHazYbVKi8qyZUX1Bm,0.585,197530,0.641,7ge7BHazYbVKi8qyZUX1Bm,0,6,0.316,-4.269,0,0.133,88.284,4,https://api.spotify.com/v1/tracks/7ge7BHazYbVKi8qyZUX1Bm,audio_features,spotify:track:7ge7BHazYbVKi8qyZUX1Bm,0.266
123,Savage,55CHeLEfn5iJ0IIkgaa4si,Megan Thee Stallion,hiphop,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,0.0252,https://api.spotify.com/v1/audio-analysis/55CHeLEfn5iJ0IIkgaa4si,0.843,155497,0.741,55CHeLEfn5iJ0IIkgaa4si,0,11,0.096,-5.609,1,0.334,168.983,4,https://api.spotify.com/v1/tracks/55CHeLEfn5iJ0IIkgaa4si,audio_features,spotify:track:55CHeLEfn5iJ0IIkgaa4si,0.68
124,Pain 1993 (with Playboi Carti),6Kj17Afjo1OKJYpf5VzCeo,Drake,hiphop,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,0.163,https://api.spotify.com/v1/audio-analysis/6Kj17Afjo1OKJYpf5VzCeo,0.825,149078,0.373,6Kj17Afjo1OKJYpf5VzCeo,0,5,0.368,-5.532,0,0.108,77.271,4,https://api.spotify.com/v1/tracks/6Kj17Afjo1OKJYpf5VzCeo,audio_features,spotify:track:6Kj17Afjo1OKJYpf5VzCeo,0.12
128,Moana,1Tfxi7N3DW4zvAuVjt9g8X,G-Eazy,hiphop,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,0.0439,https://api.spotify.com/v1/audio-analysis/1Tfxi7N3DW4zvAuVjt9g8X,0.753,178217,0.502,1Tfxi7N3DW4zvAuVjt9g8X,1.54e-06,1,0.128,-6.879,1,0.264,205.895,4,https://api.spotify.com/v1/tracks/1Tfxi7N3DW4zvAuVjt9g8X,audio_features,spotify:track:1Tfxi7N3DW4zvAuVjt9g8X,0.349
137,Commercial (feat. Lil Uzi Vert),3tDqEKKUs6gf8zMvSuLyLA,Lil Baby,hiphop,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,0.048,https://api.spotify.com/v1/audio-analysis/3tDqEKKUs6gf8zMvSuLyLA,0.892,214215,0.486,3tDqEKKUs6gf8zMvSuLyLA,0,11,0.146,-8.637,0,0.384,120.998,4,https://api.spotify.com/v1/tracks/3tDqEKKUs6gf8zMvSuLyLA,audio_features,spotify:track:3tDqEKKUs6gf8zMvSuLyLA,0.535
138,Lo Mein,6CUP2khYzdphXebxVTfPE3,Lil Uzi Vert,hiphop,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,0.0888,https://api.spotify.com/v1/audio-analysis/6CUP2khYzdphXebxVTfPE3,0.855,195299,0.676,6CUP2khYzdphXebxVTfPE3,0,1,0.144,-5.736,1,0.325,133.081,4,https://api.spotify.com/v1/tracks/6CUP2khYzdphXebxVTfPE3,audio_features,spotify:track:6CUP2khYzdphXebxVTfPE3,0.509
139,Zoo York (feat. Fivio Foreign & Pop Smoke),3Ddny34bFoYBb8dIGq5lwp,Lil Tjay,hiphop,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,0.0352,https://api.spotify.com/v1/audio-analysis/3Ddny34bFoYBb8dIGq5lwp,0.565,214825,0.569,3Ddny34bFoYBb8dIGq5lwp,8.81e-06,6,0.106,-6.084,0,0.379,92.466,5,https://api.spotify.com/v1/tracks/3Ddny34bFoYBb8dIGq5lwp,audio_features,spotify:track:3Ddny34bFoYBb8dIGq5lwp,0.303
140,Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake),7wsmIIm0xWmtP7TmACXkJn,Lil Yachty,hiphop,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,0.17,https://api.spotify.com/v1/audio-analysis/7wsmIIm0xWmtP7TmACXkJn,0.836,206702,0.617,7wsmIIm0xWmtP7TmACXkJn,0,0,0.319,-4.363,1,0.0534,138.066,4,https://api.spotify.com/v1/tracks/7wsmIIm0xWmtP7TmACXkJn,audio_features,spotify:track:7wsmIIm0xWmtP7TmACXkJn,0.866
144,FIND MY WAY,1lGHa2pwYzxQHFBUynhLtO,DaBaby,hiphop,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,0.187,https://api.spotify.com/v1/audio-analysis/1lGHa2pwYzxQHFBUynhLtO,0.836,139890,0.624,1lGHa2pwYzxQHFBUynhLtO,0,4,0.138,-6.75,0,0.184,103.0,4,https://api.spotify.com/v1/tracks/1lGHa2pwYzxQHFBUynhLtO,audio_features,spotify:track:1lGHa2pwYzxQHFBUynhLtO,0.7
148,"Numbers (feat. Roddy Ricch, Gunna and London On Da Track)",733c1CWmIGymoQXdp7Us88,A Boogie Wit da Hoodie,hiphop,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,0.517,https://api.spotify.com/v1/audio-analysis/733c1CWmIGymoQXdp7Us88,0.819,188563,0.654,733c1CWmIGymoQXdp7Us88,0,11,0.0996,-6.665,0,0.136,133.503,4,https://api.spotify.com/v1/tracks/733c1CWmIGymoQXdp7Us88,audio_features,spotify:track:733c1CWmIGymoQXdp7Us88,0.455
152,Heatin Up (feat. Gunna),7KSSdFCBHCfq4KPzz78ghk,Lil Baby,hiphop,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,0.0611,https://api.spotify.com/v1/audio-analysis/7KSSdFCBHCfq4KPzz78ghk,0.788,177314,0.436,7KSSdFCBHCfq4KPzz78ghk,0,1,0.0979,-9.435,1,0.364,129.847,4,https://api.spotify.com/v1/tracks/7KSSdFCBHCfq4KPzz78ghk,audio_features,spotify:track:7KSSdFCBHCfq4KPzz78ghk,0.341
153,Havin My Way (feat. Lil Durk),0oH0OIeKJSAT5bdFkbz20A,Lil Skies,hiphop,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,0.275,https://api.spotify.com/v1/audio-analysis/0oH0OIeKJSAT5bdFkbz20A,0.802,211654,0.737,0oH0OIeKJSAT5bdFkbz20A,0,6,0.113,-4.862,0,0.0757,127.014,4,https://api.spotify.com/v1/tracks/0oH0OIeKJSAT5bdFkbz20A,audio_features,spotify:track:0oH0OIeKJSAT5bdFkbz20A,0.712
154,Out Of Love (feat. Internet Money),7rTzrRdc5UbvLr0gwI1J3E,Lil Tecca,hiphop,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,0.102,https://api.spotify.com/v1/audio-analysis/7rTzrRdc5UbvLr0gwI1J3E,0.732,153597,0.654,7rTzrRdc5UbvLr0gwI1J3E,0,7,0.215,-6.136,0,0.045,138.049,4,https://api.spotify.com/v1/tracks/7rTzrRdc5UbvLr0gwI1J3E,audio_features,spotify:track:7rTzrRdc5UbvLr0gwI1J3E,0.369
158,Yikes,75dLEqanQTupF3dtP9exT5,Nicki Minaj,hiphop,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,0.0409,https://api.spotify.com/v1/audio-analysis/75dLEqanQTupF3dtP9exT5,0.911,156882,0.637,75dLEqanQTupF3dtP9exT5,3.68e-05,8,0.238,-8.381,1,0.447,149.996,4,https://api.spotify.com/v1/tracks/75dLEqanQTupF3dtP9exT5,audio_features,spotify:track:75dLEqanQTupF3dtP9exT5,0.66
162,2 Seater (feat. G-Eazy & Offset),57lEOoQ3Szzy1xbF89JBWR,YBN Nahmir,hiphop,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,0.00135,https://api.spotify.com/v1/audio-analysis/57lEOoQ3Szzy1xbF89JBWR,0.972,229806,0.691,57lEOoQ3Szzy1xbF89JBWR,5.91e-06,11,0.115,-4.288,1,0.0801,125.03,4,https://api.spotify.com/v1/tracks/57lEOoQ3Szzy1xbF89JBWR,audio_features,spotify:track:57lEOoQ3Szzy1xbF89JBWR,0.637
163,Cardigan,0Li1OuXXfi7950ilZUFGkF,Don Toliver,hiphop,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,0.249,https://api.spotify.com/v1/audio-analysis/0Li1OuXXfi7950ilZUFGkF,0.748,158709,0.497,0Li1OuXXfi7950ilZUFGkF,0,4,0.138,-6.542,0,0.0401,142.04,4,https://api.spotify.com/v1/tracks/0Li1OuXXfi7950ilZUFGkF,audio_features,spotify:track:0Li1OuXXfi7950ilZUFGkF,0.0664
164,Need Me,2dzja72gQodveSpguIQGJl,J.I the Prince of N.Y,hiphop,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,0.156,https://api.spotify.com/v1/audio-analysis/2dzja72gQodveSpguIQGJl,0.815,151641,0.567,2dzja72gQodveSpguIQGJl,0,10,0.0884,-4.653,0,0.135,95.034,4,https://api.spotify.com/v1/tracks/2dzja72gQodveSpguIQGJl,audio_features,spotify:track:2dzja72gQodveSpguIQGJl,0.732
173,@ MEH,5UusfWUMMLEXLMc1ViNZoe,Playboi Carti,hiphop,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,0.0136,https://api.spotify.com/v1/audio-analysis/5UusfWUMMLEXLMc1ViNZoe,0.876,166799,0.492,5UusfWUMMLEXLMc1ViNZoe,0.000283,11,0.0678,-8.11,0,0.153,151.044,4,https://api.spotify.com/v1/tracks/5UusfWUMMLEXLMc1ViNZoe,audio_features,spotify:track:5UusfWUMMLEXLMc1ViNZoe,0.4
174,Nawfside,2GCgo6ZOGVGh4n4BUfRGOq,YoungBoy Never Broke Again,hiphop,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,0.04,https://api.spotify.com/v1/audio-analysis/2GCgo6ZOGVGh4n4BUfRGOq,0.836,154655,0.615,2GCgo6ZOGVGh4n4BUfRGOq,0,2,0.114,-5.418,1,0.397,148.959,4,https://api.spotify.com/v1/tracks/2GCgo6ZOGVGh4n4BUfRGOq,audio_features,spotify:track:2GCgo6ZOGVGh4n4BUfRGOq,0.699
175,3 Headed Goat (feat. Lil Baby & Polo G),677KTHp39ZBJ9csDdgymI9,Lil Durk,hiphop,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,0.262,https://api.spotify.com/v1/audio-analysis/677KTHp39ZBJ9csDdgymI9,0.835,169532,0.482,677KTHp39ZBJ9csDdgymI9,0,8,0.0991,-8.607,0,0.367,143.015,4,https://api.spotify.com/v1/tracks/677KTHp39ZBJ9csDdgymI9,audio_features,spotify:track:677KTHp39ZBJ9csDdgymI9,0.448
176,Stupid Again,1fPnUpoXCpD2NDI4vPVeLw,Tory Lanez,hiphop,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,0.0881,https://api.spotify.com/v1/audio-analysis/1fPnUpoXCpD2NDI4vPVeLw,0.775,174848,0.823,1fPnUpoXCpD2NDI4vPVeLw,0,5,0.309,-4.941,0,0.0635,120.059,4,https://api.spotify.com/v1/tracks/1fPnUpoXCpD2NDI4vPVeLw,audio_features,spotify:track:1fPnUpoXCpD2NDI4vPVeLw,0.65
180,Lil Big Bro Shit (feat. Sleepy Hallow),7GUMqIKEU9Whg5VVUlqeuh,Sheff G,hiphop,37i9dQZF1DX2RxBh64BHjQ,Most Necessary,0.401,https://api.spotify.com/v1/audio-analysis/7GUMqIKEU9Whg5VVUlqeuh,0.871,138800,0.479,7GUMqIKEU9Whg5VVUlqeuh,1.58e-05,7,0.0928,-8.468,1,0.471,142.063,4,https://api.spotify.com/v1/tracks/7GUMqIKEU9Whg5VVUlqeuh,audio_features,spotify:track:7GUMqIKEU9Whg5VVUlqeuh,0.559
181,Apollo,0VPmIETYsw3JBnyh4iDjVv,Smoove'L,hiphop,37i9dQZF1DX2RxBh64BHjQ,Most Necessary,0.0298,https://api.spotify.com/v1/audio-analysis/0VPmIETYsw3JBnyh4iDjVv,0.622,208968,0.494,0VPmIETYsw3JBnyh4iDjVv,0,2,0.149,-8.518,1,0.457,142.866,4,https://api.spotify.com/v1/tracks/0VPmIETYsw3JBnyh4iDjVv,audio_features,spotify:track:0VPmIETYsw3JBnyh4iDjVv,0.166
182,Friends & Foes,7ehYriZtPNCHih1gByzLhT,G Herbo,hiphop,37i9dQZF1DX2RxBh64BHjQ,Most Necessary,0.387,https://api.spotify.com/v1/audio-analysis/7ehYriZtPNCHih1gByzLhT,0.719,217418,0.647,7ehYriZtPNCHih1gByzLhT,0,5,0.564,-5.872,0,0.345,134.454,4,https://api.spotify.com/v1/tracks/7ehYriZtPNCHih1gByzLhT,audio_features,spotify:track:7ehYriZtPNCHih1gByzLhT,0.578
183,Pop Shit,0JsnkV2AbcCSvQ0dGYprRb,REASON,hiphop,37i9dQZF1DX2RxBh64BHjQ,Most Necessary,0.046,https://api.spotify.com/v1/audio-analysis/0JsnkV2AbcCSvQ0dGYprRb,0.643,164832,0.598,0JsnkV2AbcCSvQ0dGYprRb,0.000396,11,0.503,-6.674,0,0.311,83.523,4,https://api.spotify.com/v1/tracks/0JsnkV2AbcCSvQ0dGYprRb,audio_features,spotify:track:0JsnkV2AbcCSvQ0dGYprRb,0.248
